,category,filename,title,content
1419,sport,107.txt,Dundee Utd 4-1 Aberdeen,dundee united eased semifinal scottish emphatic aberdeen alan archibald prodded united ahead minute james grady made close range minute later richie byrnes header gave aberdeen back game stevie crawford restored uniteds lead yard half time scoring completed grady break superb shot turn making tony bullock united goal called action first time quarterofanhour clock noel whelan laid ball jamie winter edge firsttime effort gathered united keeper moment later though home side took lead barry robson whipped free kick right stevie crawford caught volley russell anderson failed deal whelans clearance line landed kindly foot archibald poked ball united doubled lead minute grady tapped ball empty robson headed mark wilson cross angle post three minute later aberdeen clawed back match free kick left winter powerfully head byrne back post leaving bullock helpless united restored twogoal lead four minute highly entertaining first half jason scotland played perfectlyweighted pas path onrushing crawford coolly beat ryan esson yard united ended game contest minute interval grady received pas crawford back goal edge taking touch spun volley ball past despairing dive esson home side complete control required good stop esson keep robsons drive minute keeper denied player minute later beating away fierce shot left penalty area robson another longrange effort tipped round post cute headed line bullock duff wilson ritchie archibald scotland samuel brebner kerr cameron robson crawford grady colgan dodds kenneth brebner archibald grady crawford grady esson hart anderson diamond byrne morrison mcnaughton heikkinen foster winter clark stewart mackie whelan blanchard mcguire anderson diamond byrne 8661 clark
1420,sport,108.txt,Clyde 0-5 Celtic,celtic brushed aside clyde secure place scottish semifinal nervy testing first half home side craig bryson goal chopped stan varga headed celtic lead alan thompson scored penalty spot start second half shaun maloney fouled stilian petrov slid third varga tapped second craig bellamy completed rout fine drive bryn halliwell busier keeper early saving bellamy chris sutton juninho clyde ball halfanhour tremendous strike bryson referee already blown foul petrov resulting free kick darren sheridan curled ball round celtic wall post deny back halliwell well come line block bellamys effort lift ball keeper misjudged corner stephane henchoz headed wide similar scenario five minute break opening goal ball delivered left halliwell left floundering varga glanced ball maloney replaced injured sutton half time marked first competitive appearance year injured helping side take twogoal lead break young striker fired free kick straight clyde wall collected rebound tripped bryson thompson converted penalty sheridan bellamy involved something flareup booked intervention assistant referee juninho brought another good save halliwell petrov tremendous effort come petrov juninho combined brilliantly allow bulgarian make hour mark quick onetwo giving time space steer ball past halliwell yard varga second goal game celtic drove home advantage thompson whipped corner right unmarked defender simply tapped ball line couple yard celtic utterly dominant stage bellamy opened scoring account club fine move involving aiden mcgeady jackie mcnamara maloney culminated welshman hammering ball halliwell kept deficit five pushing mcgeady shot wide game petered halliwell mensing bollan balmer potter sheridan burn arbuckle gilhaney gibson bryson jones malone harty morrison wilson mensing sheridan douglas henchoz mcnamara balde varga juninho paulista thompson lennon lambert sutton maloney petrov mcgeady bellamy marshall laursen thompson bellamy varga thompson petrov varga bellamy 8200 thomson
1421,sport,109.txt,Hearts 2-1 Livingston,heart wrapped scottish quarterfinal livingston goal first minute miller scored inside opening second heading colin meldrum jamie mcallister free kick mcallister scored second saul mikoliunas cross back post game beyond visitor craig easton headed controversial goal hour heart held opening goal came bahoken clumsily fouled miller yard goal mcallister floated free kick livi miller outjumped static visiting defence loop header yard meldrum minute clock home side doubled lead mikoliunas sprinted right crossed back post mcallister raced head past meldrum moment later miller came close grabbing second firsttime drive yard skimmed mcallister picked pas stephen simmons drove angled shot yard narrowly past meldrums post impressive mikoliunas twice went close half time drive comfortably gathered meldrum curled leftfooted shot past keeper righthand post livi manager richard gough made three change interval bringing defender goran stanic midfielder gabor vincze striker ferenc horvath bahoken derek lilley mark wilson opening stage second period little changed however west lothian side gave lifeline controversial goal eric deloumeaux sent jason dair away right tried give ball mcpake looked offside position livi striker ignored pas however dair played easton back post headed home close range home side called offside mcpake referee alan freeland ignored claim pointed centrecircle livi went equaliser 87th minute burton obrien hauled back edge neil macfarlane dair sent shot inch wide gordon webster miller hartley neilson mcallister simmons macfarlane berra burchill wyness mikoliunas cesnauskis wallace moilanen kizys berra webster miller mcallister meldrum mcnamee bahoken stanic deloumeaux strong dair easton mark wilson vincze lilley horvath obrien mcpake mckenzie hand vincze horvath easton 9796 freeland
1422,sport,110.txt,Kenyon denies Robben Barca return,chelsea chief executive peter kenyon played report arjen robben return champion league match barcelona responding well treatment started running friday well wait told five life sportsweek looking getting back soon possible hell back right there plan moment around barcelona game comment contradict chiropractor jean pierre meersseman treated dutchman fractured foot start february robben expected week meersseman hinted winger could vital stamford bridge game march hope back help make happen meersseman told mail sunday everything right arjens foot last time day obvious correction easy perform know pleased running time next day meersseman medical coordinator italian side milan
1423,sport,111.txt,Bridge could miss rest of season,chelsea leftback wayne bridge could miss rest season suspected broken ankle england international hurt innocuous challenge alan shearer londoner defeat newcastle sunday think injury said jose mourinho whose chelsea team week meet barcelona champion league liverpool carling final william gallas damien duff could also miss barcelona game france defender gallas ireland winger duff picked injury closing stage chelseas defeat james park bridge gone mourinho used three substitute knock plus carlo cudicinis card meant chelsea finished game seven ablebodied player cudicini would played barcelona promised game carling final although miss cardiff showpiece suspension manager planning name squad ahead trip barcelona even though option replace bridge leftback celestine babayaro left club january ironically join newcastle although gallas deputised leftback struggling could paulo ferreira usually rightback switched leftback glen johnson ended newcastle game goal playing right youngster hudell keenan tillen would option mourinho decide call replacement unlikely would risk untried prospect champion league bridge injury also mean mourinho reportedly want sign ashley cole arsenal specialist senior leftback runin season bridge chance playing barcelona probably play liverpool carling final maybe rest season said medical department everything recover gallas duff wait wont injury player play tuesday shearer said unsure caused bridge injury dont know happened said shame dont think even touched account pretty serious went dressingroom game wished best mourinho whose team chasing three trophy already lost winger arjen robben serious injury
1424,sport,112.txt,Parry firm over Gerrard,listen full interview sport five sport website 1900 parry speaking exclusively sport also admits gerrard constantly linked chelsea final future told five live steven money future liverpool doesnt matter £30m £40m £50m accept offer also realistic enough know cant keep steven subject liverpool finance parry also revealed club ready explore possibility sponsorship deal proposed stadium responding criticism sport pundit former liverpool stalwart alan hansen insisted talk investment ongoing added door closed shareholder lifelong steve morgan parry joined liverpool chief executive july 1998 similar role premier league several high low time charge anfield busy summer overseeing arrival manager rafael benitez managing hold steven gerrard subject liverpool captain prize asset parry revealed real madrid option england midfield negotiation striker fernando morientes said looking way saying deal fernando morientes response real madrid steven sale asked gerrard would liverpool player first next season parry said sincerely hope steven know view know rafas view reaffirmed recently steven trying build team around crave success much know ambitious nobody argue think steven would dearly love thing liverpool like anything else want progress next season alone player feel common expected chelsea test liverpool £30mplus summer parry claim mood listen open secret steven complete myth suggested deal tied last summer didnt offer last summer parry explained told chelsea concerned sale didnt want sell reality didnt beyond maybe offer summer maybe wont position want steven stay also realistic enough enough respect steven enough respect know decision crucial going keep player like steven doesnt work idea going accept offer steven tell weve decided sell agenda forget parry currently process finalising funding liverpool stadium stanley park open 2007 confessed arsenal £100m deal emirate sponsor ground complete naming right given anfield club serious food thought said historically something record saying think size arsenal deal real eyeopener would past deal done frankly cheaply hasnt even worth contemplating arsenal deal sort deal cause draw breath thats interesting personal point view would find hell palatable shared stadium liverpool fan would find move highly controversial parry countered recognise would emotive issue many supporter look amount money available could team right partner strong issue time tell think stadium always anfield least need investigate possibility sponsorship think would remiss thats made decision road think clearly something explore subject possible investment parry revealed liverpool still negotiation mystery investor rumour interest middle east prompted withdrawal tycoon steve morgan frustrated failed bid claimed indecision board also accused liverpool using stalking horse attract bid parry explained steve never used stalking horse there need business discussion steve course 2004 think came close concluding deal summer didnt happen quite genuinely interest appear relatively late prior december said potential magnitude potential exciting felt evaluate still evaluating steves interest taken much merit enthusiasm club know next month hold door isnt closed anything perfectly sensible dialogue steve last year common interest making liverpool successful thats dream share concerned door closed would take £50m investment keep stadium get cash difference make really £50m gerrard dont care director would take money cannot money despite gerrards quality cleverly worded statement club effectively forced gerrard publicly make decision think right thing critical time liverpool regard gerrard ideally would want secure future club long term hoping doesnt walk club like michael owen little cash £50m realistically would allow rafa completely rebuild squad however afford keep gerrard better would however happy gerrards transfer £35m parry statement clever future gerrard transfer cannot construed lack ambition club keep best player upping ante another smart move parry would keep gerrard amount money could replace obvious love club determination succeed gerrard come say happy clearly isnt would foolish sell worrying thing would would come pending possible nonchampions league football
1425,sport,113.txt,Wright-Phillips to start on right,england coach svengoran eriksson revealed shaun wrightphillips start netherlands wrightphillips make first start england playing left widely expected shaun wrightphillips probably start game said eriksson going start wrightphillips left eriksson also revealed brown start alongside jamie carragher injuryhit centre defence asked brown carragher would start eriksson replied could tell blow four five central defender away injury hand good carragher brown show level thats positive england coach said impressed wrightphillips form manchester city deserves chance playing well season look forward seeing added andy johnson stewart downing player squad would also chance impress wrightphillips downing johnson start chance play part johnson plan year great season scoring goal downing another making great season young talented many leftfooted player squad
1426,sport,114.txt,Robben sidelined with broken foot,chelsea winger arjen robben broken metatarsal bone foot least week robben scan injury sustained premiership blackburn monday week average time heal injury need week completely told dutch newspaper algemeen dagblad feeling serious swelling impossible make final diagnosis 21yearold missed first three month season similar injury challenge roma olivier dacourt added felt different last summer injury foot could walk already three day stayed sidelined long period hope take eight week chelsea physio mike bank hopeful robben could return point march fracture tiny could playing next month bank told club website chip side foot small break third metatarsal traditional metatarsal become famous since last world kept scott parker month david beckham suffered broken metatarsal build 2002 world korea japan robben part blue push four trophy claim knew instantly something wrong felled blackburn midfielder aaron mokoena felt said felt straight away mokoena wild kick left foot
1427,sport,115.txt,Giggs handed Wales leading role,ryan giggs captain wale win 50th wednesday friendly hungary cardiff john toshack first game coach succeeding mark hughes admits surprised giggs reached landmark game played united proportionately doesnt seem many wale toshack said greatest welsh international 50th appropriate captain giggs admits briefly considered retirement international game targetting playing wale 2008 european championship manchester united wing revealed club manager alex ferguson talked extending wale career briefly discussed international future alex urged carry giggs said feel like weight problem keep three four year time able play european final manager always wanted play club country keen continue enough giggs admits wavering considering joining like former wale skipper gary speed united teammate paul scholes committing remaining year career club football giggs focussed making toshack even successful time hughes spent helm manchester united winger first 17yearold 1991 away loss germany face landmark appearance giggs leading wale hungary every chance become permanent successor speed however toshack refused reveal whether see giggs longterm option particular game think appropriate ryan giggs captain 50th known time toshack said wednesday night toshack take charge first match since replacing hughes giggs said 50th looking forward hope play time important player feel start player certainly important leading example something taken wale well united past season john looking thing aiming build side around experienced lad right next tournament euro 2006 event told john around next european tournament hopefully still okay happen hoping around giggs personal future trafford still reach agreement contract manchester united offering extra year giggs seeking contract thing back mind moment said giggs important period club concentrated heard suggestion hopefully twoyear deal offered looking sorted enjoying football united playing form enjoy massive game coming manchester city week everton followed milan champion league first wale game john toshack important time
1428,sport,116.txt,Bosvelt optimistic over new deal,manchester city paul bosvelt find within month whether offered oneyear deal 34yearold dutch midfielder contract summer although count feel play another season told club would like stay year promised answer within next month waiting said main concern think proved enough bosvelt joined city feyenoord 2003 first struggled adapt life england professionalism dedication impressed manager kevin keegan realised pace game faster anything used drove back team unsung hero said keegan
1429,sport,117.txt,Sociedad set to rescue Mladenovic,ranger loan outoffavour midfielder dragan mladenovic real sociedad despite closure january transfer window sociedad given special permission spanish sign player injury crisis mladenovic effectively replace former ranger midfielder mikel arteta loaned everton sociedad ranger £150000 option serbia montenegro international mladenovics loan move subject passing medical 28yearold joined ranger star belgrade £12m close season expected sebastian later week following national side game bulgaria sociedad 15th place 20strong primera liga point relegation zone special permission spanish came injury central defender igor jauregi versatile mladenovic also play back four agent said last month ranger told find player club mladenovics time ibrox plagued injury made start month glasgow club
1430,sport,118.txt,Parry relishes Anfield challenge,sport reflects future liverpool exclusive interview chief executive rick parry chief executive parry helm liverpool reach crucial point recent history parry deliver 60000seat stadium stanley park 2007 amid claim cost spiralling £120m also searching investment package size stature restore liverpool place european football table challenge appears easily parry forged reputation football respected administrator since day fledgling premier league liverpool championship since 1990 fact cause deep discomfort inside anfield attempt muscle three chelsea manchester united arsenal throw small matter warding every club world football captain steven gerrard parry plate comfort conference room deep inside liverpool heartbeat parry spoke brutal honesty crucial month ahead dodged question asked reveal name mystery investor currently courting liverpool polite smile deflected inquiry credit everything else head measured tone underscore belief liverpool still mean business business mean becoming title challenger locking piece together help return trophy liverpool parry mission parry already successfully plank place form manager rafael benitez enthusiasm spaniard personality method indication clear feeling struck gold benitezs early work given parry renewed optimism year ahead remains massive task club unique history expectation come news parry lifelong liverpool supporter quiet determination suggests mood found wanting captain gerrard central liverpool plan parry insistence offer refused firm statement intent ever player final parry acknowledges determined provide framework environment liverpool gerrard flourish term search investment hawkpoint appointed advisor flush interest march 2004 thailand prime minister thaksin shiniwatra came went serious statement intent came tycoon lifelong steve morgan morgan succession bid rejected come close summer talk break potential cost stadium sport understands morgan still ready willing invest liverpool parry kept door ajar despite currently seeking investment elsewhere morgan however formal contact liverpool advisor since last december blaming indecision board level publicly withdrew £70m offer also convinced interest used lure others approach would come liverpool morgan certainly making another call speculation continues benefactor trail leading middle east america understandable veil secrecy anfield parry meanwhile see ground crucial liverpool future refusing become emotionally attached idea determined ground built affordable basis make future liverpool management hostage stadium parry pull back moment figure stack vital development north london reshaped liverpool thinking liverpool publicly refused entertain idea stadium sponsorship potential naming right realism arsenal stunning £100m deal emirate stadium ashburton changed landscape parry labelled deal eyeopener admits liverpool would missing trick explore possibility know traditionalist liverpool fan reel attempt call stadium anything anfield math modernday football decree multimillions stadium team could ease pain would take £50m investment keep stadium get cash difference make really £50m gerrard dont care director would take money cannot money despite gerrards quality cleverly worded statement club effectively forced gerrard publicly make decision think right thing critical time liverpool regard gerrard ideally would want secure future club long term hoping doesnt walk club like michael owen little cash £50m realistically would allow rafa completely rebuild squad however afford keep gerrard better would however happy gerrards transfer £35m parry statement clever future gerrard transfer cannot construed lack ambition club keep best player upping ante another smart move parry would keep gerrard amount money could replace obvious love club determination succeed gerrard come say happy clearly isnt would foolish sell worrying thing would would come pending possible nonchampions league football
1431,sport,119.txt,Time to get tough on friendlies?,international manager friendly provides important opportunity work player problem game often farce people saying would better player together week away minute would 5050 whether game look would probably youre better would certainly keep club manager happy would reduce risk player returning domestic duty injured international boss tell scrapping friendly counterproductive team better playing play together easier come crunch game like world quarterfinal brazil often friendly though manager play strongest side first minute send entirely different second half difficult player come substitute side change alone whole team worth debate rage sure satisfactory solution manager right week walter smith scotland manager decided training camp instead friendly first international week since replacing berti vogts sort move would expect walter canny manager player hard time recently better getting together relaxed atmosphere trying generate team spirit next world qualifier sent wednesday badly beaten would done good whatsoever john toshack first game charge wale important decent result hungary idea individual play probably look performance public want result extremely difficult balance friendly people forget lose becomes stat used england game holland good example look like good opportunity player like middlesbrough winger stewart downing crystal palace striker andy johnson remember svengoran erikssons side given lesson spain last game played injury problem defence least give like brown jamie carragher chance impress club manager simply case waiting home finger crossed
1432,sport,120.txt,Barcelona title hopes hit by loss,barcelona pursuit spanish title took blow sunday fell defeat home atletico madrid fernando torres gave athletico ideal start goal first minute ronaldino wasted secondhalf chance equalise barca penalty wide torres made mistake lastminute spotkick defeat coupled real madrid espanyol saturday reduces barcas lead four point former everton midfielder thomas gravesen scored first goal real comfortable victory bernabeu zinedine zidane opened scoring raul bagged brace gravesen replaced zidane completed scoring 84th minute shot david beckham watched svengoran eriksson came 67th minute shoulder injury england game holland england teammate michael owen came raul minute game already real consecutive primera liga game since coach wanderley luxemburgo took charge
1434,sport,122.txt,Bees handed potential Man Utd tie,brentford face home holder manchester united sixth round come replay southampton league side held saint mary fifthround rewarded potential draw alex fergusons side newcastle home either tottenham nottingham forest bolton host arsenal sheffield united leicester visit winner burnley blackburn replay tie played weekend 1213 march delighted paired united although admitted still plenty work dream weve work next tuesday cant deny exciting said would sellout probably television financial problem revenue could bring would certainly help situation happy draw weve still beat premiership team weve beat southampton first thats going hard game celebration welcomed opportunity face united counting anything said obviously going difficult replay judging brentford came back saturday fact united come give even incentive drawn united many time cup beaten bournemouth west easy tie sure nobody counting newcastle tottenham nottingham forest southampton brentford manchester united bolton arsenal sheffield united burnley blackburn leicester
1435,sport,123.txt,England's defensive crisis grows,england defensive worry deepened following withdrawal tottenhams ledley king squad face holland chelseas john terry wayne bridge also leaving coach svengoran eriksson real problem wednesday match villa park injured ferdinand campbell left squad matthew upson already pulled brown jamie carragher likely makeshift partnership terry captain chelsea push premiership title would certain starter absence campbell ferdinand pulled bruised knee likely replaced carragher alongside brown manchester uniteds brown last played england defeat australia upton park february 2003 25yearold called squad sunday night cover following enforced withdrawal upson hamstring injury brown look certain tally seven senior appearance england king forced pull groin injury assessed england medical staff eriksson still decided whether call backup already summoned phil neville bridge pulled foot injury
1436,sport,124.txt,Ferdinand casts doubt over Glazer,ferdinand said unsure malcolm glazer motif american billionaire launched offer manchester united club confirmed glazer family partnership submitted proposal third people want club interest people grown club interest heart said ferdinand know bringing table central defender added radio five live wait glazer come would like situation resolved either think people getting bored coming news proposal stuff pitch take shine going pitch glazer currently owns stake club uniteds statement stock exchange said board noted recent press speculation subject board confirm received detailed proposal subject various precondition form basis offer manchester united glazer announcement made course glazer previous bid club united supporter opposed rejected board high level debt would incur believed glazer substantially reduced borrowing required latest move still need approval major shareholder john magnier mcmanus club succeed irish talk glazer proposed sale stake fan remain opposed involvement
1437,sport,125.txt,Premier League planning Cole date,premier league attempting find mutually convenient date investigate allegation chelsea made illegal approach ashley cole chelsea arsenal asked give evidence premier league commission deadline meeting convene hard date premier league spokesman confirmed sport formal situation theyve much time respond arsenal england defender cole reportedly blue bos jose mourinho chief executive peter kenyon london hotel day chelsea officially confirm deny meeting would breach premier league rule gunner asked inquiry look claim player tapped club pledged cooperate inquiry conducted single opposed ongoing evaluation cole negotiation gunner extending current deal end 2007 arsenal teammate robert pires urged england leftback stay highbury pires told evening standard arsenal ever attacking leftback think enjoying football arsenal play offensive team sure pleasure chelsea even though well moment built fantastic playing relationship ashley play together well could eye shut respect decision player everybody right
1438,sport,126.txt,McCall earns Tannadice reprieve,dundee united manager mccall reprieve sack chairman eddie thompson calling speculation future understood mccall would sacked sheffield wednesday manager paul sturrock willing return tannadice sturrock distanced position difficult situation must effort current personnel said thompson mccall long detailed talk number area including current league position manner exit league added however continuing speculation good especially several crucial game coming mind coaching staff player game game season would course improve considerably next week achieved improved league result also potential another semifinal subject draw matter present time total focus game ahead positive series result achieved dundee united player expressed solidarity mccall side scottish queen south want bos stay dont want someone else coming said mcintyre hopefully get chance stay keeper tony bullock echoed mcintyres sentiment think boy behind mccall added moment speculation rise pitch saturday sturrock insisted unfinished business wednesday fourth league five month dont expect leaving soon said appreciate rumour emphasised thought ambition back dundee united assure timescale right dundee united team five year coach player year manager youve done kind thing result look important thing come going finish
1439,sport,127.txt,Kewell waits as injury drags on,liverpool winger harry kewell struggling recover achilles tendinitis problem recover march claim agent kewell hoped play fulham last weekend ready champion league bayer leverkusen february bernie mandic said scan dont show anything substantial despite best effort moment simply cant shake discomfort back park mandic continued sydney morning herald harrys struggling club everything right harry desperate fulham game part plan play leverkusen match kewell played since december miss international duty week australia facing south africa durban wednesday
1440,sport,128.txt,Smith aims to bring back respect,scotland manager walter smith say want restore national team respectability world football smith joined first squad threeday gettogether near manchester preference playing friendly qualification 2006 world appears beyond scotland smith anxious remainder campaign positive think respectability back whatever said approach game differently obviously approach italian game away home different manner moldova home meet challenge match smith meeting number squad first time brought together monday outline idea improving nation fortune said pointed international team going forward main topic relaxed gathering dont think doom gloom squad people think exists 25man squad spend next three day based mottram hall hotel cheshire train manchester uniteds nearby carrington complex smith absent final session however sardinia wednesday watch italy friendly russia
1441,sport,129.txt,Injury doubts beset Wales squad,wale clutch injury worry wednesday international friendly hungary cardiff west ham gavin williams ankle look certain uncapped wrexham defender stephen robert drafted defender danny gabbidon gareth robert plus ryan giggs hamstring concern also doubt robbie savage groin however manchester united winger giggs expected recover time earn 50th millennium stadium also doubt gabbidons fellow cardiff defender rhys weston fullback appears shrugged knock picked bluebird loss west sunday news leaf wale bos john toshack short defence first game charge aston villa mark delaney injured james collins under21s could clear face danny collins dave partridge make wale debut coyne burnley jones wolf robert wrexham collins sunderland edward wolf gabbidon cardiff page cardiff partridge motherwell ricketts swansea robert tranmere weston cardiff davy tottenham fletcher west giggs koumas west brom robinson sunderland savage blackburn williams west bellamy newcastle earnshaw west brom hartson celtic
1442,sport,130.txt,Weir poised for Sunderland move,larnes teenage star robbie weir poised join sunderland turning move stoke city 17yearold irish league midfielder also chased ranger fulham mick mccarthy side appear race larne bos jimmy mcgeough confirm weir inver park heard sunday joined sunderland said robbie agreement larne negotiate interested club personally would rather making impact local level build physique moving fulltime game trial number club would great making sunderland
1443,sport,131.txt,Newry to fight cup exit in courts,newry city expected discus legal avenue friday regarding overturning ejection nationwide irish upheld original decision throw newry following andy crawford registration firm case forward newry legal implication said newry bos mccreadie issue appeal pending wednesday fresh hearing crawford registration saga ruled last week original verdict correct meant bangor beaten newry field take portadown sixth round newry claimed uncovered fresh evidence respect date relating registration mccreadie annoyed full detail wednesday meeting relayed club even much information happened meeting wednesday told medium kept dark mccreadie told news letter want explanation good sending message press people received real case back irish appeal guided legal advise seek lodge injunction court stop bangor playing portadown
1444,sport,132.txt,Republic to face China and Italy,republic ireland arranged friendly china italy take place lansdowne road march august brian kerrs side face 54th ranked chinese march three day world qualifier israel aviv italy visit august warmup game ahead autumn world qualifier last meeting irish beat italy 1994 world final however republic victory eight attempt italian seven game march game second time republic played china previous encounter back june 1984 irish winning sapporo japan brian kerr said china made great progress last year provide difficult opposition witnessed performance asian team last world china play similar type football italy make welcome return dublin massive attraction great traditional power world game ideal preparation three important world qualifier autumn ireland round world campaign game france september cyprus october switzerland october
1445,sport,133.txt,Finnan says Irish can win group,steve finnan belief republic ireland qualify directly world final saturday superb display draw paris ireland face minnow faroe island dublin wednesday versatile finnan starred french confident group ireland taking chance home game group even though tough said liverpool player switzerland ireland france israel tied five point three match although republic look slight edge claiming away draw basel paris basel play great football place team going majority game paris looked good throughout team point least deserved number chance looking back opportunity three point happy point give confidence going wednesday game paper toughest match standard automatic qualification would certainly good avoid playoff back couple good result dont cant group manager brian kerr keen mention contribution stephen carr finnan ireland right flank stade france finnan normal position rightback looked assured advanced position french play right club natural rightback something kerr looked france play strongly lefthand side happy play stephen carr enjoyed game particularly defence midfield held together well nullified attack
1446,sport,134.txt,Irish finish with home game,republic ireland manager brian kerr granted wish home game final world qualifier ireland close reach 2006 final playing switzerland dublin october 2005 republic swiss final euro 2004 qualifier losing away missing place final portugal group four fixture hammered meeting dublin tuesday irish open campaign september home cyprus wrap 10match series october 2005 visit switzerland manager brian kerr official representative switzerland france cyprus israel faroe island arrange fixture schedule kerr hoped finish clash france reigning european champion penultimate home match september 2005 manager wish avoid repeat finishing qualify many away match republic ireland cyprus france israel switzerland faroe island switzerland republic ireland israel cyprus faroe island france france republic ireland israel switzerland cyprus faroe island republic ireland faroe island cyprus france cyprus israel france switzerland israel republic ireland switzerland cyprus israel france republic ireland israel faroe island switzerland faroe island republic ireland august faroe island cyprus france faroe island switzerland israel republic ireland france cyprus switzerland faroe island israel switzerland france israel faroe island cyprus republic ireland france cyprus republic ireland switzerland
1447,sport,135.txt,Israeli club look to Africa,four african player including zimbabwe goalkeeper energy murambadoro ready play israeli club hapoel bnei sakhnin uefa bnei sakhnin first arab side ever play european competition play english premiership side newcastle united first round warrior goalkeeper murambadoro made name african nation final tunisia helped bnei sakhnin overcome albania partizani tirana previous round murambadoro moved israel recently brief stint south african club hellenic club israeli final last season based sakhnin near haifa club strong ethic high profile promoter peace cooperation within israel three african club former cameroon defender ernest etchi congo alain masudi nigerian midfielder edith agoye stint tunisian side esperance
1448,sport,136.txt,Iranian misses Israel match,iranian striker vahid hashemian travel israel bayern munich champion league match maccabi aviv wednesday german club said player pulled back injury iran refuse recognise israel right exist allow citizen travel country bayern spokesman said monday decision take hashemian israel motivated physical condition back pain couldnt train spokesman said would made sense iran gave judo world champion arash miresmaeili 125000 reward refused fight israeli athens olympics international judo federation considered taking action miresmaeili concluded overweight fight could taken part
1449,sport,137.txt,Highbury tunnel players in clear,football association said bringing charge tunnel incident prior arsenal manchester united game arsenal patrick vieira earlier denied accusation threatened gary neville defeat vieira also clashed opposing skipper keane referee graham poll separate referee confirmed satisfied dealt incident time said statement mean uniteds pas without intervention governing body whose chief executive brian barwick highbury stand didnt threaten anybody enough player handle said vieira talk keane thats gary neville handle played better deserved neville admitted incident game insisted distracted focus couple thing happen game disappoint said especially player calibre tough game weve around long time neville admitted enjoyed match punctuated foul sending mikael silvestre headbutting freddie ljungberg thought horrible game first half much better second said happened football match match keane accused vieira starting patrick vieira gary neville said said want intimidate player think gary neville easy target manchester united manager alex ferguson added vieira well wound heard different story patrick vieira apparently threatened player thing like
1450,sport,138.txt,Bellamy under new fire,newcastle bos graeme souness reopened dispute craig bellamy claiming welshman good enough magpie bellamy left newcastle join celtic loan major souness souness refused refer 25yearold name said bellamy score enough goal chap thats gone scored goal season time senior football half werent even flight said souness thats good enough striker club like need striker near goal regular basis bellamy turned move birmingham favour joining celtic disagreement welsh international playing position quickly escalated earlier week souness said risked losing confidence player damaging reputation taken hard line bellamy accused lying certain thing forgive forget said souness seen weak case future player dressing room newcastle could return james park say want however would seem unlikely play newcastle long souness remains charge
1451,sport,139.txt,Chelsea denied by James heroics,brave defensive display keeper david james helped manchester city hold leader chelsea quiet opening james denied damien duff jiri jarosik mateja kezman paul bosvelt cleared william gallas header line robbie fowler scored visitor sent header wide chelsea possession second half james kept frank lampards freekick superbly tipped player volley wide city went game proud record domestic team beat chelsea season little alarm first minute chelsea deprived arjen robben didier drogba injury struggled pose much threat indeed visitor looked likelier enliven drab opening played lethargic pace shaun wrightphillips watched england bos svengoran eriksson showed customary trickery burst right area deliver dangerous ball blocked john terry chelsea suddenly stepped gear created flurry chance first duff round thatcher blasted shot james parried kezman turned ball wide soon afterwards jarosik found space area powerfully head lampards corner goalwards james tipped ball chelsea looking like premiership leader james kept kezmans fierce drive bosvelt james combined clear gallas header duff corner city broke swiftly field last chance frenetic spell resulted fowler celebrating 150th premiership goal wrightphillips raced left crossed fowler city lone front left free terry slip contrived head wide seemed breakthrough certain second half started quietly first although james forced divert cross lively duff away eidur gudjohnsens path nasty moment petr cech looking ninth straight clean sheet league series ricochet fowler chase loose ball area collide accidently czech republic stopper another quiet spell followed duff interrupted surging halted illegally edge penalty area bosvelt lampard stepped blast shot wall james somehow blocked leg another timely challenge time richard dunne time added prevented gudjohnsen getting shot still time james produce sensational save lampards volley round post cech paulo ferreira gallas terry bridge jarosik tiago lampard makelele duff gudjohnsen kezman cole sub used johnson smertin cudicini makelele gudjohnsen james mill distin dunne thatcher shaun wrightphillips bosvelt barton sibierski mcmanaman musampa fowler sub used macken weaver onuoha jordan bosvelt 42093 webb yorkshire
1452,sport,140.txt,Chelsea ridiculed over complaint,barcelona assistant coach henk cate branded chelseas expected complaint uefa pathetic blue poised complain alleged halftime incident wednesday loss camp source chelseas anger alleged talk barca bos frank rijkaard referee anders frisk later dismissed didier drogba react chelsea pathetic mourinho lied lineup cate said uefa said tunnel representative witnessed nothing unusual ordinary halftime break spokesman william gaillard said frisk say rijkaard greeted apologised opportunity hello game uefa official neither witnessed referee dressing room locked assistant people allowed indeed londoner could receiving punishment failing turn compulsory press conference defeat uefa delegate thomas giordano added unusual thing happened concerned chelsea failed present press conference referee expected include alleged incident report uefa weakening chelseas case rijkaard critical mourinhos decision speak medium match talking game surprisingly talking game good behaviour match said maybe want start something make worse really dont understand calm barca midfielder deco formerly managed mourinho porto agreed typical fellow portuguese lodge protest normal behaviour part logical give news conference said rijkaard added chelsea team conceded fewest goal english league defend well pleased deserved victory pleased match congratulate player
1453,sport,141.txt,Benitez issues warning to Gerrard,liverpool manager rafael benitez ordered captain steven gerrard play champion league ambition positive gerrard told liverpool unlikely trophy year benitez responded spoke steven said future better think champion league said need winner everyone thinking winning always want benitez added lose think solution think winning next game dont know draw next game maybe draw side isnt strong side injury suspension benitez hoping first trophy since arriving liverpool valencia play chelsea carling sunday cardiff
